SYN1       NO 6507/8-1
SYN2          6507/8-1
SYN7            3512.000000 0.000000
SYN7            3516.000000 0.000000
SYN7            3520.000000 0.000000
SYN7            3524.000000 0.000000
SYN7            3528.000000 0.000000
SYN7            3532.000000 0.000000
SYN7            3536.000000 0.000000
SYN7            3540.000000 0.000000
SYN7            3544.000000 0.000000
SYN7            3548.000000 0.000000
SYN7            3552.000000 0.000000
SYN7            3556.000000 0.000000
SYN7            3560.000000 0.000000
SYN7            3564.000000 0.000000
SYN7            3568.000000 0.000000
SYN7            3572.000000 0.000000
SYN7            3576.000000 0.000000
SYN7            3580.000000 0.000000
SYN7            3584.000000 0.000000
SYN7            3588.000000 0.000000
SYN7            3592.000000 0.000000
SYN7            3596.000000 0.000000
SYN7            3600.000000 0.000000
SYN7            3604.000000 0.000000
SYN7            3608.000000 0.000000
SYN7            3612.000000 0.000000
SYN7            3616.000000 0.000000
SYN7            3620.000000 0.000000
SYN7            3624.000000 0.000000
SYN7            3628.000000 0.000000
SYN7            3632.000000 0.000000
SYN7            3636.000000 0.000000
SYN7            3640.000000 0.000000
SYN7            3644.000000 0.000000
SYN7            3648.000000 0.000000
SYN7            3652.000000 0.000000
SYN7            3656.000000 0.000000
SYN7            3660.000000 0.000000
SYN7            3664.000000 0.000000
SYN7            3668.000000 0.000000
SYN7            3672.000000 0.000000
SYN7            3676.000000 0.000000
SYN7            3680.000000 0.000000
SYN7            3684.000000 0.000000
SYN7            3688.000000 0.000000
SYN7            3692.000000 0.000000
SYN7            3696.000000 0.000000
SYN7            3700.000000 0.000000
SYN7            3704.000000 0.000000
SYN7            3708.000000 0.000000
SYN7            3712.000000 0.000000
SYN7            3716.000000 0.000000
SYN7            3720.000000 0.000000
SYN7            3724.000000 0.000000
SYN7            3728.000000 0.000000
SYN7            3732.000000 0.000000
SYN7            3736.000000 0.000000
SYN7            3740.000000 0.000000
SYN7            3744.000000 0.000000
SYN7            3748.000000 0.000000
SYN7            3752.000000 0.000000
SYN7            3756.000000 0.000000
SYN7            3760.000000 0.000000
SYN7            3764.000000 0.000000
SYN7            3768.000000 0.000000
SYN7            3772.000000 0.000000
SYN7            3776.000000 0.000000
SYN7            3780.000000 0.000000
SYN7            3784.000000 0.000000
SYN7            3788.000000 0.000000
SYN7            3792.000000 0.000000
SYN7            3796.000000 0.000000
SYN7            3800.000000 0.000000
SYN7            3804.000000 0.000000
SYN7            3808.000000 0.000000
SYN7            3812.000000 0.000000
SYN7            3816.000000 0.000000
SYN7            3820.000000 0.000000
SYN7            3824.000000 0.000000
SYN7            3828.000000 0.000000
SYN7            3832.000000 0.000000
SYN7            3836.000000 0.000000
SYN7            3840.000000 0.000000
SYN7            3844.000000 0.000000
SYN7            3848.000000 0.000000
SYN7            3852.000000 0.000000
SYN7            3856.000000 0.000000
SYN7            3860.000000 0.000000
SYN7            3864.000000 0.000000
SYN7            3868.000000 0.000000
SYN7            3872.000000 0.000000
SYN7            3876.000000 0.000000
SYN7            3880.000000 0.000000
SYN7            3884.000000 0.000000
SYN7            3888.000000 0.000000
SYN7            3892.000000 0.000000
SYN7            3896.000000 0.000000
SYN7            3900.000000 0.000000
SYN7            3904.000000 0.000000
SYN7            3908.000000 0.000000
SYN7            3912.000000 0.000000
SYN7            3916.000000 0.000000
SYN7            3920.000000 0.000000
SYN7            3924.000000 0.000000
SYN7            3928.000000 0.000000
SYN7            3932.000000 0.000000
SYN7            3936.000000 0.000000
SYN7            3940.000000 0.000000
SYN7            3944.000000 0.000000
SYN7            3948.000000 0.000000
SYN7            3952.000000 0.000000
SYN7            3956.000000 0.000000
SYN7            3960.000000 0.000000
SYN7            3964.000000 0.000000
SYN7            3968.000000 0.000000
SYN7            3972.000000 0.000000
SYN7            3976.000000 0.000000
SYN7            3980.000000 0.000000
SYN7            3984.000000 0.000000
SYN7            3988.000000 0.000000
SYN7            3992.000000 0.000000
SYN7            3996.000000 0.000000
SYN7            4000.000000 0.000000
